,stand_alone_voltage_pp
930,(130689.14387309179+0j)
931,(130643.4433148664+0j)
932,(130643.4433148664+0j)
933,(130643.4433148664+0j)
934,(130643.4433148664+0j)
935,(130643.4433148664+0j)
936,(130718.5445765522+0j)
937,(130718.5445765522+0j)
938,(130718.5445765522+0j)
939,(130718.5445765522+0j)
940,(130718.5445765522+0j)
941,(130673.85229608694+0j)
942,(130673.85229608694+0j)
943,(130673.85229608694+0j)
944,(130673.85229608694+0j)
945,(130673.85229608694+0j)
946,(130637.68333073492+0j)
947,(130637.68333073492+0j)
948,(130637.68333073492+0j)
949,(130637.68333073492+0j)
950,(130637.68333073492+0j)
951,(130653.90916009725+0j)
952,(130653.90916009725+0j)
953,(130653.90916009725+0j)
954,(130653.90916009725+0j)
955,(130653.90916009725+0j)
956,(130723.80636325701+0j)
957,(130723.80636325701+0j)
958,(130723.80636325701+0j)
959,(130723.80636325701+0j)
960,(130723.80636325701+0j)
961,(130715.10094848287+0j)
962,(130715.10094848287+0j)
963,(130715.10094848287+0j)
964,(130715.10094848287+0j)
965,(130715.10094848287+0j)
966,(130709.40868108525+0j)
967,(130709.40868108525+0j)
968,(130709.40868108525+0j)
969,(130709.40868108525+0j)
970,(130709.40868108525+0j)
971,(130807.5531793032+0j)
972,(130807.5531793032+0j)
973,(130807.5531793032+0j)
974,(130807.5531793032+0j)
975,(130807.5531793032+0j)
976,(130797.57845446213+0j)
977,(130797.57845446213+0j)
978,(130797.57845446213+0j)
979,(130797.57845446213+0j)
980,(130797.57845446213+0j)
981,(130811.16671790503+0j)
982,(130811.16671790503+0j)
983,(130811.16671790503+0j)
984,(130811.16671790503+0j)
985,(130811.16671790503+0j)
986,(130881.18617773228+0j)
987,(130881.18617773228+0j)
988,(130881.18617773228+0j)
989,(130881.18617773228+0j)
990,(130881.18617773228+0j)
991,(130754.38598161525+0j)
992,(130754.38598161525+0j)
993,(130754.38598161525+0j)
994,(130754.38598161525+0j)
995,(130754.38598161525+0j)
996,(130873.59149446982+0j)
997,(130873.59149446982+0j)
998,(130873.59149446982+0j)
999,(130873.59149446982+0j)
1000,(130873.59149446982+0j)
1001,(130866.75475067091+0j)
1002,(130866.75475067091+0j)
1003,(130866.75475067091+0j)
1004,(130866.75475067091+0j)
1005,(130866.75475067091+0j)
1006,(130929.27038619413+0j)
1007,(130929.27038619413+0j)
1008,(130929.27038619413+0j)
1009,(130929.27038619413+0j)
1010,(130929.27038619413+0j)
1011,(130983.2976043178+0j)
1012,(130983.2976043178+0j)
1013,(130983.2976043178+0j)
1014,(130983.2976043178+0j)
1015,(130983.2976043178+0j)
1016,(130930.62490283017+0j)
1017,(130930.62490283017+0j)
1018,(130930.62490283017+0j)
1019,(130930.62490283017+0j)
1020,(130930.62490283017+0j)
1021,(130984.21586942545+0j)
1022,(130984.21586942545+0j)
1023,(130984.21586942545+0j)
1024,(130984.21586942545+0j)
1025,(130984.21586942545+0j)
1026,(130976.01231442402+0j)
1027,(130976.01231442402+0j)
1028,(130976.01231442402+0j)
1029,(130976.01231442402+0j)
1030,(130976.01231442402+0j)
1031,(131010.5163800989+0j)
1032,(131010.5163800989+0j)
1033,(131010.5163800989+0j)
1034,(131010.5163800989+0j)
1035,(131010.5163800989+0j)
1036,(130992.5672836104+0j)
1037,(130992.5672836104+0j)
1038,(130992.5672836104+0j)
1039,(130992.5672836104+0j)
1040,(130992.5672836104+0j)
1041,(130990.10375884197+0j)
1042,(130990.10375884197+0j)
1043,(130990.10375884197+0j)
1044,(130990.10375884197+0j)
1045,(130990.10375884197+0j)
1046,(131012.00287321834+0j)
1047,(131012.00287321834+0j)
1048,(131012.00287321834+0j)
1049,(131012.00287321834+0j)
1050,(131012.00287321834+0j)
1051,(131073.23763179829+0j)
1052,(131073.23763179829+0j)
1053,(131073.23763179829+0j)
1054,(131073.23763179829+0j)
1055,(131073.23763179829+0j)
1056,(131033.46136465624+0j)
1057,(131033.46136465624+0j)
1058,(131033.46136465624+0j)
1059,(131033.46136465624+0j)
1060,(131033.46136465624+0j)
1061,(131031.31385582399+0j)
1062,(131031.31385582399+0j)
1063,(131031.31385582399+0j)
1064,(131031.31385582399+0j)
1065,(131031.31385582399+0j)
1066,(131068.54866703821+0j)
1067,(131068.54866703821+0j)
1068,(131068.54866703821+0j)
1069,(131068.54866703821+0j)
1070,(131068.54866703821+0j)
1071,(131075.46265684694+0j)
1072,(131075.46265684694+0j)
1073,(131075.46265684694+0j)
1074,(131075.46265684694+0j)
1075,(131075.46265684694+0j)
1076,(131124.7341607535+0j)
1077,(131124.7341607535+0j)
1078,(131124.7341607535+0j)
1079,(131124.7341607535+0j)
1080,(131124.7341607535+0j)
1081,(131082.7710216856+0j)
1082,(131082.7710216856+0j)
1083,(131082.7710216856+0j)
1084,(131082.7710216856+0j)
1085,(131082.7710216856+0j)
1086,(131030.04364201237+0j)
1087,(131030.04364201237+0j)
1088,(131030.04364201237+0j)
1089,(131030.04364201237+0j)
1090,(131030.04364201237+0j)
1091,(131083.65967811592+0j)
1092,(131083.65967811592+0j)
1093,(131083.65967811592+0j)
1094,(131083.65967811592+0j)
1095,(131083.65967811592+0j)
1096,(131178.74859139873+0j)
1097,(131178.74859139873+0j)
1098,(131178.74859139873+0j)
1099,(131178.74859139873+0j)
1100,(131178.74859139873+0j)
1101,(131109.44489497266+0j)
1102,(131109.44489497266+0j)
1103,(131109.44489497266+0j)
1104,(131109.44489497266+0j)
1105,(131109.44489497266+0j)
1106,(131149.94309792874+0j)
1107,(131149.94309792874+0j)
1108,(131149.94309792874+0j)
1109,(131149.94309792874+0j)
1110,(131149.94309792874+0j)
1111,(131230.88749492992+0j)
1112,(131230.88749492992+0j)
1113,(131230.88749492992+0j)
1114,(131230.88749492992+0j)
1115,(131230.88749492992+0j)
1116,(131123.55924866378+0j)
1117,(131123.55924866378+0j)
1118,(131123.55924866378+0j)
1119,(131123.55924866378+0j)
1120,(131123.55924866378+0j)
1121,(131259.9169963454+0j)
1122,(131259.9169963454+0j)
1123,(131259.9169963454+0j)
1124,(131259.9169963454+0j)
1125,(131259.9169963454+0j)
1126,(131267.17062891813+0j)
1127,(131267.17062891813+0j)
1128,(131267.17062891813+0j)
1129,(131267.17062891813+0j)
1130,(131267.17062891813+0j)
1131,(131202.11427930332+0j)
1132,(131202.11427930332+0j)
1133,(131202.11427930332+0j)
1134,(131202.11427930332+0j)
1135,(131202.11427930332+0j)
1136,(131286.60397471927+0j)
1137,(131286.60397471927+0j)
1138,(131286.60397471927+0j)
1139,(131286.60397471927+0j)
1140,(131286.60397471927+0j)
1141,(131195.66489775848+0j)
1142,(131195.66489775848+0j)
1143,(131195.66489775848+0j)
1144,(131195.66489775848+0j)
1145,(131195.66489775848+0j)
1146,(131284.00229163904+0j)
1147,(131284.00229163904+0j)
1148,(131284.00229163904+0j)
1149,(131284.00229163904+0j)
1150,(131284.00229163904+0j)
1151,(131399.9267075588+0j)
1152,(131399.9267075588+0j)
1153,(131399.9267075588+0j)
1154,(131399.9267075588+0j)
1155,(131399.9267075588+0j)
1156,(131383.92060487764+0j)
1157,(131383.92060487764+0j)
1158,(131383.92060487764+0j)
1159,(131383.92060487764+0j)
1160,(131383.92060487764+0j)
1161,(131304.28784650413+0j)
1162,(131304.28784650413+0j)
1163,(131304.28784650413+0j)
1164,(131304.28784650413+0j)
1165,(131304.28784650413+0j)
1166,(131414.35142978263+0j)
1167,(131414.35142978263+0j)
1168,(131414.35142978263+0j)
1169,(131414.35142978263+0j)
1170,(131414.35142978263+0j)
1171,(131387.11874122891+0j)
1172,(131387.11874122891+0j)
1173,(131387.11874122891+0j)
1174,(131387.11874122891+0j)
1175,(131387.11874122891+0j)
1176,(131397.60771436646+0j)
1177,(131397.60771436646+0j)
1178,(131397.60771436646+0j)
1179,(131397.60771436646+0j)
1180,(131397.60771436646+0j)
1181,(131367.16256935248+0j)
1182,(131367.16256935248+0j)
1183,(131367.16256935248+0j)
1184,(131367.16256935248+0j)
1185,(131367.16256935248+0j)
1186,(131442.12434436372+0j)
1187,(131442.12434436372+0j)
1188,(131442.12434436372+0j)
1189,(131442.12434436372+0j)
1190,(131442.12434436372+0j)
1191,(131416.82280312164+0j)
1192,(131416.82280312164+0j)
1193,(131416.82280312164+0j)
1194,(131416.82280312164+0j)
1195,(131416.82280312164+0j)
1196,(131440.94108709323+0j)
1197,(131440.94108709323+0j)
1198,(131440.94108709323+0j)
1199,(131440.94108709323+0j)
1200,(131440.94108709323+0j)
1201,(131509.93648638972+0j)
1202,(131509.93648638972+0j)
1203,(131509.93648638972+0j)
1204,(131509.93648638972+0j)
1205,(131509.93648638972+0j)
1206,(131473.2852035966+0j)
1207,(131473.2852035966+0j)
1208,(131473.2852035966+0j)
1209,(131473.2852035966+0j)
1210,(131473.2852035966+0j)
1211,(131552.45653800882+0j)
1212,(131552.45653800882+0j)
1213,(131552.45653800882+0j)
1214,(131552.45653800882+0j)
1215,(131552.45653800882+0j)
1216,(131522.2945549524+0j)
1217,(131522.2945549524+0j)
1218,(131522.2945549524+0j)
1219,(131522.2945549524+0j)
1220,(131522.2945549524+0j)
1221,(131523.88942255+0j)
1222,(131523.88942255+0j)
1223,(131523.88942255+0j)
1224,(131523.88942255+0j)
1225,(131523.88942255+0j)
1226,(131512.9507998682+0j)
1227,(131512.9507998682+0j)
1228,(131512.9507998682+0j)
1229,(131512.9507998682+0j)
1230,(131512.9507998682+0j)
1231,(131560.7732802202+0j)
1232,(131560.7732802202+0j)
1233,(131560.7732802202+0j)
1234,(131560.7732802202+0j)
1235,(131560.7732802202+0j)
1236,(131517.19293746192+0j)
1237,(131517.19293746192+0j)
1238,(131517.19293746192+0j)
1239,(131517.19293746192+0j)
1240,(131517.19293746192+0j)
1241,(131548.19366599031+0j)
1242,(131548.19366599031+0j)
1243,(131548.19366599031+0j)
1244,(131548.19366599031+0j)
1245,(131548.19366599031+0j)
1246,(131553.18566234276+0j)
1247,(131553.18566234276+0j)
1248,(131553.18566234276+0j)
1249,(131553.18566234276+0j)
1250,(131553.18566234276+0j)
1251,(131563.59703760038+0j)
1252,(131563.59703760038+0j)
1253,(131563.59703760038+0j)
1254,(131563.59703760038+0j)
1255,(131563.59703760038+0j)
1256,(131571.25405984398+0j)
1257,(131571.25405984398+0j)
1258,(131571.25405984398+0j)
1259,(131571.25405984398+0j)
1260,(131571.25405984398+0j)
1261,(131552.53812247896+0j)
1262,(131552.53812247896+0j)
1263,(131552.53812247896+0j)
1264,(131552.53812247896+0j)
1265,(131552.53812247896+0j)
1266,(131563.46135397904+0j)
1267,(131563.46135397904+0j)
1268,(131563.46135397904+0j)
1269,(131563.46135397904+0j)
1270,(131563.46135397904+0j)
1271,(131640.20391772047+0j)
1272,(131640.20391772047+0j)
1273,(131640.20391772047+0j)
1274,(131640.20391772047+0j)
1275,(131640.20391772047+0j)
1276,(131627.2126077032+0j)
1277,(131627.2126077032+0j)
1278,(131627.2126077032+0j)
1279,(131627.2126077032+0j)
1280,(131627.2126077032+0j)
1281,(131616.33185710775+0j)
1282,(131616.33185710775+0j)
1283,(131616.33185710775+0j)
1284,(131616.33185710775+0j)
1285,(131616.33185710775+0j)
1286,(131628.85697079956+0j)
1287,(131628.85697079956+0j)
1288,(131628.85697079956+0j)
1289,(131628.85697079956+0j)
1290,(131628.85697079956+0j)
1291,(131628.45291540746+0j)
1292,(131628.45291540746+0j)
1293,(131628.45291540746+0j)
1294,(131628.45291540746+0j)
1295,(131628.45291540746+0j)
1296,(131637.60265571214+0j)
1297,(131637.60265571214+0j)
1298,(131637.60265571214+0j)
1299,(131637.60265571214+0j)
1300,(131637.60265571214+0j)
1301,(131640.40523419142+0j)
1302,(131640.40523419142+0j)
1303,(131640.40523419142+0j)
1304,(131640.40523419142+0j)
1305,(131640.40523419142+0j)
1306,(131651.32697270458+0j)
1307,(131651.32697270458+0j)
1308,(131651.32697270458+0j)
1309,(131651.32697270458+0j)
1310,(131651.32697270458+0j)
1311,(131665.86015723646+0j)
1312,(131665.86015723646+0j)
1313,(131665.86015723646+0j)
1314,(131665.86015723646+0j)
1315,(131665.86015723646+0j)
1316,(131627.62640560706+0j)
1317,(131627.62640560706+0j)
1318,(131627.62640560706+0j)
1319,(131627.62640560706+0j)
1320,(131627.62640560706+0j)
1321,(131643.61654491405+0j)
1322,(131643.61654491405+0j)
1323,(131643.61654491405+0j)
1324,(131643.61654491405+0j)
1325,(131643.61654491405+0j)
1326,(131662.67748736023+0j)
1327,(131662.67748736023+0j)
1328,(131662.67748736023+0j)
1329,(131662.67748736023+0j)
1330,(131662.67748736023+0j)
1331,(131636.48228801493+0j)
1332,(131636.48228801493+0j)
1333,(131636.48228801493+0j)
1334,(131636.48228801493+0j)
1335,(131636.48228801493+0j)
1336,(131672.82241084336+0j)
1337,(131672.82241084336+0j)
1338,(131672.82241084336+0j)
1339,(131672.82241084336+0j)
1340,(131672.82241084336+0j)
1341,(131665.0611611103+0j)
1342,(131665.0611611103+0j)
1343,(131665.0611611103+0j)
1344,(131665.0611611103+0j)
1345,(131665.0611611103+0j)
1346,(131651.0517373293+0j)
1347,(131651.0517373293+0j)
1348,(131651.0517373293+0j)
1349,(131651.0517373293+0j)
1350,(131651.0517373293+0j)
1351,(131659.32034783205+0j)
1352,(131659.32034783205+0j)
1353,(131659.32034783205+0j)
1354,(131659.32034783205+0j)
1355,(131659.32034783205+0j)
1356,(131678.50569561412+0j)
1357,(131678.50569561412+0j)
1358,(131678.50569561412+0j)
1359,(131678.50569561412+0j)
1360,(131678.50569561412+0j)
1361,(131634.09492224507+0j)
1362,(131634.09492224507+0j)
1363,(131634.09492224507+0j)
1364,(131634.09492224507+0j)
1365,(131634.09492224507+0j)
1366,(131639.94954534192+0j)
1367,(131639.94954534192+0j)
1368,(131639.94954534192+0j)
1369,(131639.94954534192+0j)
1370,(131639.94954534192+0j)
1371,(131634.59404401353+0j)
1372,(131634.59404401353+0j)
1373,(131634.59404401353+0j)
1374,(131634.59404401353+0j)
1375,(131634.59404401353+0j)
1376,(131623.3842966289+0j)
1377,(131623.3842966289+0j)
1378,(131623.3842966289+0j)
1379,(131623.3842966289+0j)
1380,(131623.3842966289+0j)
1381,(131615.18320422273+0j)
1382,(131615.18320422273+0j)
1383,(131615.18320422273+0j)
1384,(131615.18320422273+0j)
1385,(131615.18320422273+0j)
1386,(131634.3685069163+0j)
1387,(131634.3685069163+0j)
1388,(131634.3685069163+0j)
1389,(131634.3685069163+0j)
1390,(131634.3685069163+0j)
1391,(131595.64325491333+0j)
1392,(131595.64325491333+0j)
1393,(131595.64325491333+0j)
1394,(131595.64325491333+0j)
1395,(131595.64325491333+0j)
1396,(131590.3443037938+0j)
1397,(131590.3443037938+0j)
1398,(131590.3443037938+0j)
1399,(131590.3443037938+0j)
1400,(131590.3443037938+0j)
1401,(131608.3035682198+0j)
1402,(131608.3035682198+0j)
1403,(131608.3035682198+0j)
1404,(131608.3035682198+0j)
1405,(131608.3035682198+0j)
1406,(131589.01659970573+0j)
1407,(131589.01659970573+0j)
1408,(131589.01659970573+0j)
1409,(131589.01659970573+0j)
1410,(131589.01659970573+0j)
1411,(131606.70703677868+0j)
1412,(131606.70703677868+0j)
1413,(131606.70703677868+0j)
1414,(131606.70703677868+0j)
1415,(131606.70703677868+0j)
1416,(131577.2764867391+0j)
1417,(131577.2764867391+0j)
1418,(131577.2764867391+0j)
1419,(131577.2764867391+0j)
1420,(131577.2764867391+0j)
1421,(131575.0720381241+0j)
1422,(131575.0720381241+0j)
1423,(131575.0720381241+0j)
1424,(131575.0720381241+0j)
1425,(131575.0720381241+0j)
1426,(131598.06002031427+0j)
1427,(131598.06002031427+0j)
1428,(131598.06002031427+0j)
1429,(131598.06002031427+0j)
1430,(131598.06002031427+0j)
1431,(131599.77888334444+0j)
1432,(131599.77888334444+0j)
1433,(131599.77888334444+0j)
1434,(131599.77888334444+0j)
1435,(131599.77888334444+0j)
1436,(131599.77888334444+0j)
1437,(131599.77888334444+0j)
1438,(131599.77888334444+0j)
1439,(131599.77888334444+0j)
